query,label,answer
http://storage.mds.yandex.net:80/get-mimcache/4479255/d334ef431c910755843d9d3c8d81f099,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/4975627a8662cc106ef6068a1601128e,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/98ccbee07a50162afe646605ca1473e1,0,0
http://storage.mds.yandex.net:80/get-mimcache/4415259/1924b1673de3e9f0305dd88c267f8259,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/853261d7ce5b436a472fb3d281e579d3,0,0
http://storage.mds.yandex.net:80/get-mimcache/63125/dfe51ebc40d885a494576d2dd4773baf,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/578cace51f7d69399f701c22bb5ec7f2,0,0
http://storage.mds.yandex.net:80/get-mimcache/4472862/17275308ee48d79d895a12dfb37cf6e9,0,0
http://storage.mds.yandex.net:80/get-mimcache/141264/bc003722d637fa6fc000cf720f350bdd,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/b96928a91d3175692fc03f49010c0d06,0,0
http://storage.mds.yandex.net:80/get-mimcache/117485/599d1d5c10e594d5e5912bde68e6eb36,0,0
http://storage.mds.yandex.net:80/get-mimcache/4395389/6fa530013938a12c328250a4fd7b9b9c,0,1
http://storage.mds.yandex.net:80/get-mimcache/60996/43d9c69378b8ce0e111eb4042257929f,0,0
http://storage.mds.yandex.net:80/get-mimcache/62491/7650d7fce7f3a601b9d6e7bc74c81e93,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/0ded3557a27341cdcf217e1e064b984d,0,0
http://storage.mds.yandex.net:80/get-mimcache/4415259/4ce8c91ea2356bf70232d9644af87ee0,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/8bb9e7845f696d334bcf9b023c8cb1db,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/c8f572dc07569809f033e2dc20578179,0,0
http://storage.mds.yandex.net:80/get-mimcache/4415259/ced89595ebf539776edab34781f684ab,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/6a9ae7a6dec31fbe521fcbb490825ec1,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/a77304633cf6d9381a5b27edd147fe56,0,1
http://storage.mds.yandex.net:80/get-mimcache/4485779/82b66e3383adace2bebd2902390b66cb,0,0
http://storage.mds.yandex.net:80/get-mimcache/3727613/964d282e96c7c4dcb40c7bf01842e63e,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/d5c170597c0f8126bd54902846374205,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/637dcd1602a8ee4bfdf1f1094ac51d75,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/f93f7dd3af0a9f642bd5b55f39768ae6,0,1
http://storage.mds.yandex.net:80/get-mimcache/3532412/907d815241f164a1bbbd1cddd0f7e1a0,0,0
http://storage.mds.yandex.net:80/get-mimcache/114630/d52108aa4825e915007f1c844ce4c509,0,0
http://storage.mds.yandex.net:80/get-mimcache/114630/190b7f163369f29b6d90560f501accb1,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/a2d87150144d2eeb1d3a537292ec4f9d,0,1
http://storage.mds.yandex.net:80/get-mimcache/4368926/6d0e2d9afd407d90e876eb338c3b54ff,0,0
http://storage.mds.yandex.net:80/get-mimcache/4067093/f0843a09e4a5b196145724ad5d909a83,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/e9a9f8530186dba2d56210a3a1b9b49a,0,0
http://storage.mds.yandex.net:80/get-mimcache/4395389/c81e70895f410a0dc07366200732620a,0,0
http://storage.mds.yandex.net:80/get-mimcache/145081/8bd96a23a01f24cb0a4ada67e80bc710,0,0
http://storage.mds.yandex.net:80/get-mimcache/113965/e7404748519e8056caaa0a0ab1e81cbe,0,0
http://storage.mds.yandex.net:80/get-mimcache/3718623/738d3e245e865881e091bddbbd0c826f,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/1984921f6930061efea07f4be8dea4c0,0,0
http://storage.mds.yandex.net:80/get-mimcache/113965/75c32781b024f82f121830091397f990,0,0
http://storage.mds.yandex.net:80/get-mimcache/60996/33cc8fc070ecb4f8474e89b0fc4f6979,0,0
http://storage.mds.yandex.net:80/get-mimcache/3684501/a7b08eb4d2642738d8d813b0bb7dd342,0,0
http://storage.mds.yandex.net:80/get-mimcache/26008/884bd3aa63909d28c1de4fbc9e6e61fb,0,0
http://storage.mds.yandex.net:80/get-mimcache/4383294/6d6090fc8b049cfa3fb38e8f25349d78,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/d09aa38c7908f4d06b2b7a3b862ad4bc,0,0
http://storage.mds.yandex.net:80/get-mimcache/4395389/848c780980a2ec53419515f3eb2c8080,0,0
http://storage.mds.yandex.net:80/get-mimcache/136957/0b226988f69424fd1e3a729fc66048b8,0,0
http://storage.mds.yandex.net:80/get-mimcache/4415259/6df84bfdcc6898cc5391b671b9f31349,0,0
http://storage.mds.yandex.net:80/get-mimcache/3718623/9926e1037bc74f8fad0190d3d3482879,0,0
http://storage.mds.yandex.net:80/get-mimcache/46672/27b407dc126ff25f8fcb4ddf134e5f4c,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/5fb99c1f880a4ed11113cce661f32a2a,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/4b9067eeb3e42e8601167201494b00ce,0,0
http://storage.mds.yandex.net:80/get-mimcache/4415259/96d041370a5edbc271faad22c781eb36,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/a553dec2e7c6293a72e30abc01d22ff8,0,0
http://storage.mds.yandex.net:80/get-mimcache/61270/60ca7ec986bb8c72024d488b553bfe1e,0,2
http://storage.mds.yandex.net:80/get-mimcache/55365/6a31c03f40acd4a2670c10c170dd236b,0,1
http://storage.mds.yandex.net:80/get-mimcache/508726/ad18139f086bd830430426392da612a0,0,0
http://storage.mds.yandex.net:80/get-mimcache/5397550/bb1c59bbb43de312811351fddaae46b9,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/8ad39bd710dc1249a7a787d36df03fef,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/a9b53cad65eb05287d3142df06edc249,0,1
http://storage.mds.yandex.net:80/get-mimcache/4479255/15ce44fef16ec5b89dd3640b35be6bdf,0,0
http://storage.mds.yandex.net:80/get-mimcache/61270/df91f3f4e94a725a600e43920060e8f1,0,0
http://storage.mds.yandex.net:80/get-mimcache/40938/c49e8711dde3c3695b7ae161f52b68f5,0,0
http://storage.mds.yandex.net:80/get-mimcache/136651/31845852705578cd938e37ee4e7d5f08,0,0
http://storage.mds.yandex.net:80/get-mimcache/4395389/799805567a7108977f72d68ffc2904d8,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/8039644f0737d2a157feaea9f06698a7,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/f7de0893a150d9ab17f8214f928f1d77,0,0
http://storage.mds.yandex.net:80/get-mimcache/60310/97e7d8b45a9dd3e19597c7c63409aaa5,0,0
http://storage.mds.yandex.net:80/get-mimcache/61270/d79ed82321f2bd7b8d765624f52c3ccc,0,0
http://storage.mds.yandex.net:80/get-mimcache/120032/1d9f88d0130a6191d7af6cc075ab1a06,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/654b4e7cafb45efdea3b182aeacb236c,0,0
http://storage.mds.yandex.net:80/get-mimcache/43959/a78157532e73b51174630f2cab431ea9,0,0
http://storage.mds.yandex.net:80/get-mimcache/4395389/26c1118e86738e20cb008cc22b6dfc04,0,0
http://storage.mds.yandex.net:80/get-mimcache/4415259/97e14f96756b91fe100bb19e7994a667,0,0
http://storage.mds.yandex.net:80/get-mimcache/46672/165c016310c0ffefef04fcf72716f59e,0,1
http://storage.mds.yandex.net:80/get-mimcache/764767/dc4cd0bd3bca36bd27c775c14ffd9712,0,0
http://storage.mds.yandex.net:80/get-mimcache/4395389/f4c1b0a1536ecb95fd5a10861f39f2e7,0,0
http://storage.mds.yandex.net:80/get-mimcache/4415259/bdafd973ff02209bd62ebcccd03278e2,0,1
http://storage.mds.yandex.net:80/get-mimcache/52350/f29c7ba8577291d82740e85cbdf74a06,0,0
http://storage.mds.yandex.net:80/get-mimcache/62491/eea8d76e97b567e366ccd36bd9cb9e05,0,0
http://storage.mds.yandex.net:80/get-mimcache/3532412/9cd67cb123c4c4aeab4a66b4d94f2b76,0,0
http://storage.mds.yandex.net:80/get-mimcache/4415259/01ff4f5689a76a3e2d95a355a62730b3,0,1
http://storage.mds.yandex.net:80/get-mimcache/4362642/74eb480aac4495ce7932a62a64abd6ef,0,0
http://storage.mds.yandex.net:80/get-mimcache/3736508/d62f8c5a4ea2f5c63f98250b62524c71,0,0
http://storage.mds.yandex.net:80/get-mimcache/56435/2aef127bc9b0e9ac8000a32fd9cdcbd4,0,0
http://storage.mds.yandex.net:80/get-mimcache/46672/deb023b3d7ca6070da88d2c9fe4597c9,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/4fca427e43641850b22da5277c1218f6,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/f9bc22e6241f56d3b2a1fdfcb23a9ca3,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/6c9aa6f7dba4266465b34a826bff624a,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/bd610ede16037ea6e9ffb1fb0254ff9d,0,0
http://storage.mds.yandex.net:80/get-mimcache/114630/22f4c371119800f03318463a0be3ce74,0,1
http://storage.mds.yandex.net:80/get-mimcache/46672/ece059520ac22c5baab315ca350b7754,0,0
http://storage.mds.yandex.net:80/get-mimcache/4485779/31084d0233e5cad8ebdf5f710c1c1894,0,0
http://storage.mds.yandex.net:80/get-mimcache/113965/788d1ebc44418b247352987d8799a0f9,0,0
http://storage.mds.yandex.net:80/get-mimcache/101364/9b85680e539109b4ef739d98ea5140f3,0,0
http://storage.mds.yandex.net:80/get-mimcache/61270/078ac686bf2167c19ecb20bd6679fb9b,0,0
http://storage.mds.yandex.net:80/get-mimcache/4415259/a28308ce79751a44cb9183970f11f278,0,0
http://storage.mds.yandex.net:80/get-mimcache/3727613/c0f05b7d0be2bd9a4ce2f1cb0466d0fa,0,0
http://storage.mds.yandex.net:80/get-mimcache/3532412/15a3c97df8bf55dac116a8fad6bcc82f,0,0
http://storage.mds.yandex.net:80/get-mimcache/60183/269d86d9d0b0864f0a2e8d1bd9264710,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/57d57b817b6348663f1357fada30adbf,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/c4f96c5b7511628bd117e8295c4fc2d2,0,1
http://storage.mds.yandex.net:80/get-mimcache/95109/546d11e3a92febb2058d022f14f97ecb,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/56f044a013fe6af4ade9728ebd2d0a89,0,0
http://storage.mds.yandex.net:80/get-mimcache/98141/4380fe2afebfa749943e7a20113bd011,0,0
http://storage.mds.yandex.net:80/get-mimcache/61270/a674fa4bcf5eb8f896fcd2bfbf9afeca,0,0
http://storage.mds.yandex.net:80/get-mimcache/44885/ea609ea4ac4c622e031c2e47a48210bc,0,0
http://storage.mds.yandex.net:80/get-mimcache/62491/45618cff568550d509b3e464a55578f4,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/f86fb0712075d61043f8077aeb2d4b9e,0,0
http://storage.mds.yandex.net:80/get-mimcache/55365/45a62bc853832811bd4048cdf02b67f9,0,0
http://storage.mds.yandex.net:80/get-mimcache/61270/0d1278ce39cbdfc6922b906ad6708c46,0,0
http://storage.mds.yandex.net:80/get-mimcache/4381467/498d4d2dd3e2e7905596e225d863744a,0,0
http://storage.mds.yandex.net:80/get-mimcache/68705/f73729440a96238ab166302ede598f91,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/e004469290cf261a9e17f587d610e0dc,0,0
http://storage.mds.yandex.net:80/get-mimcache/95109/2161f70ccadb3ba243a0fc5c29a4a2af,0,0
http://storage.mds.yandex.net:80/get-mimcache/478619/1e9501bfa68ac9ffbc7454217cdbe06e,0,0
http://storage.mds.yandex.net:80/get-mimcache/4402267/80a858730df5cf0e2618744a8b079a23,0,0
http://storage.mds.yandex.net:80/get-mimcache/4415259/3717474ca09a4f28e57ea6dd98057dd3,0,0
http://storage.mds.yandex.net:80/get-mimcache/3532412/4adaba49ecbce6f1d171a6676927a689,0,0
http://storage.mds.yandex.net:80/get-mimcache/475995/46f5024d61146da923be2118e85992d3,0,0
http://storage.mds.yandex.net:80/get-mimcache/4371635/9ef8b1e9e8b392392871b83aea3dd055,0,1
http://storage.mds.yandex.net:80/get-mimcache/44885/d62bb540950e4e443decd419b7b4da3d,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/7843506523ddc1d8ad9bb11fb110a91a,0,0
http://storage.mds.yandex.net:80/get-mimcache/4415259/1d92085521404241759175df3c7d8983,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/9a219d7bec694925325bf79d327f38f7,0,0
http://storage.mds.yandex.net:80/get-mimcache/113965/5679e20759e9a8a4ed998220d88ad619,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/6c741eb7b6f84504e5076d35416d5415,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/b7b5303ccba3267835fdb51ac0fa7240,0,0
http://storage.mds.yandex.net:80/get-mimcache/46672/b54bcc211e8b88a45d8073f6552d7ff6,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/73c0a6718dc6bca85c625e413d813b89,0,2
http://storage.mds.yandex.net:80/get-mimcache/4415259/3ad26f092c65bad6c1820de62c8b8843,0,0
http://storage.mds.yandex.net:80/get-mimcache/141264/d83c00f1939bbe20acda0ea0241272d0,0,0
http://storage.mds.yandex.net:80/get-mimcache/4774547/27039128ad128142fd3571f493aef1aa,0,0
http://storage.mds.yandex.net:80/get-mimcache/136651/353584846e3357c2a60b975f4b9e37e9,0,0
http://storage.mds.yandex.net:80/get-mimcache/47687/d7f6ca25ff5ad5a385aeba5680512868,0,0
http://storage.mds.yandex.net:80/get-mimcache/475995/902d49354abd21c954f6deabc2ea5983,0,0
http://storage.mds.yandex.net:80/get-mimcache/4477709/cbaf6c8c4513684196806c6a070e0807,0,0
http://storage.mds.yandex.net:80/get-mimcache/3718623/9f7cb764546219c333211661b3176472,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/04e848e25c0ac5752dc026e84b23ee6c,0,0
http://storage.mds.yandex.net:80/get-mimcache/40938/eecc05faaeddbf1fc5eef34204c4e793,0,1
http://storage.mds.yandex.net:80/get-mimcache/60183/f49d097f72405c911f5b3b89ed4cde03,0,0
http://storage.mds.yandex.net:80/get-mimcache/61270/22d17ea05566c75802182a0d3af8688a,0,0
http://storage.mds.yandex.net:80/get-mimcache/28190/bfeaad34f606f1298eabd540ccd80d2c,0,0
http://storage.mds.yandex.net:80/get-mimcache/44885/cb420d88b0c98450316afdeed1e6890a,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/7f44e2c14161bde3b3d45c74ebeaac1b,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/fa5c49f006d477f0c1ffebbdf84aec24,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/4548ed93d04d538d9caa24d994d6cc19,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/b3e1dce82a4a1f63111061501d773321,0,1
http://storage.mds.yandex.net:80/get-mimcache/101364/1bc48790def8d7633ad580af40928955,0,1
http://storage.mds.yandex.net:80/get-mimcache/4481103/a56107fe8c024c6a032f10c8927f8bd4,0,0
http://storage.mds.yandex.net:80/get-mimcache/3738002/d41b4d96438471110d5f708f3dd38b61,0,2
http://storage.mds.yandex.net:80/get-mimcache/61270/6f3fd5ead9e349a8e55f725a92e594b2,0,0
http://storage.mds.yandex.net:80/get-mimcache/3700060/1296707810f32b7483bbc7f3316b8e66,0,0
http://storage.mds.yandex.net:80/get-mimcache/141264/7d69a75396d0421b411264a01696998d,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/b2727f8e3f8951376919a36ec606c03c,0,0
http://storage.mds.yandex.net:80/get-mimcache/58706/171eb8bc750ef3c4ba02a863ce8ebe2a,0,0
http://storage.mds.yandex.net:80/get-mimcache/28728/a56c0f2af9434f7b27e29a32b7a36790,0,0
http://storage.mds.yandex.net:80/get-mimcache/4477709/932b0435b0d9d9c1f5adc0e7379e81e6,0,0
http://storage.mds.yandex.net:80/get-mimcache/62491/3178c7fdcec04db3fc1fdf431ed87c55,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/445b1f6e6a22969c2919c56c0b914993,0,1
http://storage.mds.yandex.net:80/get-mimcache/103011/e4f822d7763ca36dce37e534cba3c658,0,1
http://storage.mds.yandex.net:80/get-mimcache/62491/15bdd38366264e739a2a32f57a8bd142,0,0
http://storage.mds.yandex.net:80/get-mimcache/764767/1681e1116c8af69020728a25545207b9,0,0
http://storage.mds.yandex.net:80/get-mimcache/52350/70c1b1252643711dd877bb31085aed0b,0,1
http://storage.mds.yandex.net:80/get-mimcache/143518/c6d7c4dedfe18a89a9ded64b2e6a8d66,0,0
http://storage.mds.yandex.net:80/get-mimcache/3718623/d14d59c0c99418aa7a81d9f9e5120f91,0,0
http://storage.mds.yandex.net:80/get-mimcache/141264/a11789f5004352778a8b97de422c709f,0,0
http://storage.mds.yandex.net:80/get-mimcache/3738002/262a696e466310d1a17c7678fd094a53,0,0
http://storage.mds.yandex.net:80/get-mimcache/4080692/83cc5b11b8b9ffd7f87f4ba9f416acce,0,0
http://storage.mds.yandex.net:80/get-mimcache/3700060/b40847969bd91363646a3db461cddeae,0,0
http://storage.mds.yandex.net:80/get-mimcache/62491/0708683aa4c4d163bfc62561d8446208,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/46888bbd2105a87b8fc1210f0ce47876,0,0
http://storage.mds.yandex.net:80/get-mimcache/508726/83c5a2c87318c0b6cc6eda08da8ec830,0,1
http://storage.mds.yandex.net:80/get-mimcache/4395389/0296895c56a7b34e1c4650a0b17f0dc9,0,1
http://storage.mds.yandex.net:80/get-mimcache/4485779/5aec785305663e1077fc16b259e168fc,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/4d93c3ee8d8498b02b79f056bca7c8da,0,0
http://storage.mds.yandex.net:80/get-mimcache/61270/688bf2ae64d9c793de4689bddf1fed98,0,0
http://storage.mds.yandex.net:80/get-mimcache/4383294/53d45a160074563f73e0bb893a78c047,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/cb0f296c6eca0a3089708f66848cd48d,0,0
http://storage.mds.yandex.net:80/get-mimcache/113965/2e0026d7ec44774988449b4e77b09458,0,0
http://storage.mds.yandex.net:80/get-mimcache/4395389/2d2151f2581072fefb855f3b10c74b0d,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/7b9cc4377cdbe6c510ca5f389eaf7aca,0,0
http://storage.mds.yandex.net:80/get-mimcache/141264/ee6bd7a84cdc0f16b5867707a76b8890,0,1
http://storage.mds.yandex.net:80/get-mimcache/4368926/d09ade3243652cb91f56287a839f1aec,0,0
http://storage.mds.yandex.net:80/get-mimcache/46672/9ee7c80b7cf495891248a20f19b8f773,0,0
http://storage.mds.yandex.net:80/get-mimcache/62491/beaba9856acf2da7e55b2472b4572e31,0,0
http://storage.mds.yandex.net:80/get-mimcache/46672/37f09a03185c62a649192afb0ec7c224,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/22b7745ba7648000bac96a7fc351a94c,0,0
http://storage.mds.yandex.net:80/get-mimcache/122837/3ccf2403b9374c18d8d16b304a6a4429,0,0
http://storage.mds.yandex.net:80/get-mimcache/50202/45a2bda6e0a5de876e43a745d32fa0f9,0,1
http://storage.mds.yandex.net:80/get-mimcache/97217/ed55304fb3d9d5b7983ccf708241e694,0,0
http://storage.mds.yandex.net:80/get-mimcache/764767/fee39b5b4adbb6300a5e2db9ef9a46ab,0,0
http://storage.mds.yandex.net:80/get-mimcache/4477709/460832a6045742767fb035c08a1790f9,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/e32f1c410f2cc3e6b5927e70be0c1656,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/70131feed67c4043cbe16be5008ccb76,0,0
http://storage.mds.yandex.net:80/get-mimcache/26008/71398d546991c4d2df28539c016265dd,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/3445c083deade509019b8f01cf6db1e4,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/c5b3ab2a91012425aba3dee5fff494c4,0,0
http://storage.mds.yandex.net:80/get-mimcache/61270/46b815f41a8ed48b26b92fd50d58ebfe,0,0
http://storage.mds.yandex.net:80/get-mimcache/4485779/5a8ec3c435f3a3f4532aa07b517da2e5,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/0a00d6302b39e6a273eb70372f896c37,0,0
http://storage.mds.yandex.net:80/get-mimcache/4477709/3ce5cd281cdf3953515d6c22b1040f02,0,0
http://storage.mds.yandex.net:80/get-mimcache/4080692/6dfd85377dafa1d4ea446c6a075cc19f,0,0
http://storage.mds.yandex.net:80/get-mimcache/4067093/2b77dbd17e71e9b7e680ada66465fede,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/f0a5f88745f3fb62eadbb7537190ec2d,0,1
http://storage.mds.yandex.net:80/get-mimcache/4479255/e669553e6e3933ed6bdfe1cb32c656ab,0,0
http://storage.mds.yandex.net:80/get-mimcache/3718623/201fc0fe3acf69f0d9f0fa3a828edaa5,0,0
http://storage.mds.yandex.net:80/get-mimcache/99563/51ddf6c228348de887b1809005100cc0,0,0
http://storage.mds.yandex.net:80/get-mimcache/101364/e69dd31508c724ddbf30b0e5d5618fa8,0,1
http://storage.mds.yandex.net:80/get-mimcache/48333/d817abbcdef5b67d477e534540431b4d,0,1
http://storage.mds.yandex.net:80/get-mimcache/40938/bff26b27daf56cb7db4bec5cb4280c88,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/48a00c8ad22417bc3a9ace821b4cf8b9,0,0
http://storage.mds.yandex.net:80/get-mimcache/3736508/f642a2dee3a728e90d2d7fc8310219b8,0,0
http://storage.mds.yandex.net:80/get-mimcache/30046/885f8d0d4aefc3d91a4eda10eb5eaf93,0,0
http://storage.mds.yandex.net:80/get-mimcache/40938/99571f2d3f13413bd50fad72ef7960a9,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/ac271a6089e287dbb02320b7e011f471,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/bde30d8bb84938867f49b86c647f950c,0,1
http://storage.mds.yandex.net:80/get-mimcache/46672/fef05425f3965ceea0d90729b6775065,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/414f28b83ad05bad9eac734aa0320271,0,0
http://storage.mds.yandex.net:80/get-mimcache/4485779/709019ee7e81cdff3d2cafea2512f0a4,0,1
http://storage.mds.yandex.net:80/get-mimcache/4395389/fd8cd7e9fc105bd8e2484b8d9cbf2624,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/42ad02506cbfa9f3a5f89cb915e81617,0,0
http://storage.mds.yandex.net:80/get-mimcache/113341/34aaf8a5b00e8bd6fe9ffd03de85d2e4,0,0
http://storage.mds.yandex.net:80/get-mimcache/4362642/53bf4d5e31b35949625c5fe037fe546a,0,0
http://storage.mds.yandex.net:80/get-mimcache/4485779/54e65e59179b57615a3b6ca3531af163,0,0
http://storage.mds.yandex.net:80/get-mimcache/46672/0307131a6ad9f3b41e647b2cc2d2199e,0,0
http://storage.mds.yandex.net:80/get-mimcache/101364/274c50d51d65ce3f0a44a28b599f2c40,0,1
http://storage.mds.yandex.net:80/get-mimcache/4479255/5dafbf4c98b1d904f0aad0ded86d2dd0,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/846eb1a931c34a3a9b5809a0f73e3c14,0,0
http://storage.mds.yandex.net:80/get-mimcache/3718623/0a845710155cdb2dd12509efbf855959,0,0
http://storage.mds.yandex.net:80/get-mimcache/61908/0dfea77ac75f48c8fbbae96fff2013c1,0,0
http://storage.mds.yandex.net:80/get-mimcache/3700060/8a2ade00c90c2fde3af792fd4ff378af,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/3cf4a18405665ceb63509275eb6c33e1,0,0
http://storage.mds.yandex.net:80/get-mimcache/57769/85cdf6e00c79a740fab4b7ce461874bb,0,0
http://storage.mds.yandex.net:80/get-mimcache/62491/f815139ad9e35b393c429151716187cf,0,0
http://storage.mds.yandex.net:80/get-mimcache/4479255/a28750f8d47c9f3dfff882719a6e731c,0,1
http://storage.mds.yandex.net:80/get-mimcache/4362642/c527c8a344712633c3cd342c7b76a065,0,0
http://storage.mds.yandex.net:80/get-mimcache/4368926/fd51ea53cbb09ada39ce8426c24588e7,0,0
